output,sample_size,index_type,factor,S1,S1_conf,ST,ST_conf,S2,S2_conf,skip_reason
lid_fraction,128,main,d_grain_mm,0.12530833841465638,0.10894375568100963,0.2067137714944418,0.07421991842133037,,,
lid_fraction,128,main,epsilon_0,0.004141082470630208,0.02369172128069778,0.010375028631001208,0.008864992167763904,,,
lid_fraction,128,main,T_surf_K,0.002367077230114684,0.020535644927108337,0.006820301020115356,0.0076516987539672,,,
lid_fraction,128,main,D_H2O_km,-0.007354127057765643,0.011904376505799378,0.002400223598872414,0.004424648152935786,,,
lid_fraction,128,main,mu_ice_GPa,0.0055741036069893056,0.007183997032606877,0.0006253146293029999,0.0006795862071164491,,,
lid_fraction,128,main,Q_v_kJ_mol,0.18822733104793368,0.11364549851522122,0.25516052542263645,0.09336441602584186,,,
lid_fraction,128,main,Q_b_kJ_mol,-0.00011403981926269232,0.0002832240642532811,1.1136850272170366e-06,1.3826211357477423e-06,,,
lid_fraction,128,main,H_rad_pW_kg,-0.006254597767276822,0.03316617144926017,0.017757655528306156,0.01243384090645805,,,
lid_fraction,128,main,f_porosity,-0.0020577114520580796,0.003363885328432512,0.00010479046490728314,6.857966663954938e-05,,,
lid_fraction,256,main,q_basal_target_mW_m2,0.5767014363305014,0.13864027405947993,0.7253462854334175,0.11341951469056392,,,
lid_fraction,256,main,d_grain_mm,0.11302790520231759,0.07713635881442954,0.20120433370215124,0.04969641538352368,,,
lid_fraction,256,main,epsilon_0,0.0021411381222820754,0.014539541264953403,0.008112165719816041,0.005329330317333519,,,
lid_fraction,256,main,T_surf_K,0.005645849510493265,0.014549202703624232,0.005401692430959976,0.004437723988264526,,,
lid_fraction,256,main,D_H2O_km,-0.002709437119612063,0.005846353567633177,0.0012900791542420635,0.002053333453029591,,,
lid_fraction,256,main,mu_ice_GPa,0.0060029371879566935,0.008526885121269645,0.0025677638353196765,0.004007590011275629,,,
lid_fraction,256,main,Q_v_kJ_mol,0.14620523017077688,0.08151755424978191,0.23507962878038324,0.06404541024421581,,,
lid_fraction,256,main,Q_b_kJ_mol,1.7932484205356026e-06,0.00015601163073577476,8.61989817076624e-07,8.655126651322346e-07,,,
